GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111321,2019-09-08 10:09:37:945,-0.439,-0.6453,9.9422,-0.0043,0.0098,9.8066,-0.0457,-0.1404,-0.0004,-7.75,-28.62,11.38,329.5,-80.7,-164.03
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111421,2019-09-08 10:09:38:045,-0.1643,-0.3885,9.7103,-0.0022,-0.0056,9.8066,-0.0618,-0.0498,-0.05,-8.44,-28.44,10.31,325.71,-80.81,-163.89
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111521,2019-09-08 10:09:38:145,0.3237,-0.771,9.6521,0.003,0.0067,9.8066,0.0239,-0.0912,0.0254,-9.37,-28.94,9.81,320.78,-80.81,-164.24
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111621,2019-09-08 10:09:38:245,-0.0236,0.0031,9.8568,-0.0034,0.0045,9.8066,0.0278,-0.0264,-0.0109,-8.69,-28.62,10.13,319.81,-80.79,-164.91
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111721,2019-09-08 10:09:38:345,-0.0853,-0.5324,9.9637,0.019,0.0017,9.8066,-0.0201,0.0017,-0.0053,-9.31,-29.12,11.19,322.61,-80.67,-166.1
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,111821,2019-09-08 10:09:38:445,0.3962,-0.0553,10.1316,0.009,-0.002,9.8066,-0.0107,0.0054,-0.0226,-9.44,-28.81,10.81,321.62,-80.62,-166.74
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,111922,2019-09-08 10:09:38:546,0.2423,1.4381,8.8852,-0.0241,0.0349,9.8065,0.1045,0.0032,-0.0419,-9.62,-29.25,11.31,317.6,-80.55,-167.18
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112021,2019-09-08 10:09:38:645,0.2449,1.3534,8.8756,-0.0237,0.0043,9.8066,0.0313,0.0408,-0.0387,-9.44,-28.5,11,321.96,-80.75,-167.07
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112122,2019-09-08 10:09:38:746,-0.8453,0.1217,9.9066,-0.0268,0.0008,9.8066,-0.0317,0.0299,-0.0282,-9.81,-28.44,10.44,315.55,-80.96,-166.43
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112222,2019-09-08 10:09:38:846,-0.1774,1.0831,10.1088,-0.0254,0.0106,9.8066,0.0754,0.1107,-0.0603,-9.19,-28.62,10.38,320.28,-81.28,-165.29
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112321,2019-09-08 10:09:38:945,-1.027,0.6054,10.0928,-0.0307,0.0106,9.8065,0.1367,0.0453,-0.0355,-9.81,-28.37,11.06,323.64,-81.26,-163.96
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112421,2019-09-08 10:09:39:045,0.878,1.3951,9.9855,-0.0254,0.0131,9.8065,0.1477,0.1645,-0.0359,-8.75,-28,11.81,330.67,-81.07,-163.97
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112522,2019-09-08 10:09:39:146,1.5223,1.8006,9.3245,-0.0104,-0.0021,9.8066,0.0872,0.1111,0.0406,-8.69,-28.37,11.81,330.31,-80.93,-164.1
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112622,2019-09-08 10:09:39:246,1.9795,2.2967,9.5241,-0.023,0.0107,9.8065,0.0941,0.2879,-0.0903,-8.19,-28.31,11.94,335.79,-80.98,-163.06
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,112721,2019-09-08 10:09:39:345,2.07,2.6305,10.0367,-0.0109,0.0142,9.8066,0.0252,0.2081,0.0434,-7.75,-28,11.88,335.64,-81.02,-163.21
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,112821,2019-09-08 10:09:39:445,1.1846,2.7509,9.9473,-0.0161,0.0051,9.8066,0.0697,0.3408,-0.0651,-7.62,-27.75,12.31,336.84,-81.18,-162.49
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,112922,2019-09-08 10:09:39:546,1.6109,2.4527,10.133,-0.0156,-0.0023,9.8066,0.0821,0.3217,-0.0133,-7.06,-28.62,12.75,345.33,-81.19,-161.83
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113022,2019-09-08 10:09:39:646,2.6832,2.0716,9.4,-0.0066,-0.0068,9.8066,0.0397,0.3397,-0.0347,-7.75,-27.87,13.38,341.77,-81.17,-161.36
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113122,2019-09-08 10:09:39:746,2.4767,2.4425,9.3802,-0.0167,0.0241,9.8065,0.0311,0.3339,-0.0438,-7,-28.81,13.19,346.54,-81.19,-160.98
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113222,2019-09-08 10:09:39:846,2.3763,2.3968,9.7947,-0.0143,0.0303,9.8065,0.0242,0.3762,-0.0501,-6.75,-27.87,13.75,350.79,-81.56,-160.14
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113322,2019-09-08 10:09:39:946,3.4511,2.6892,9.4565,-0.009,0.0328,9.8065,0.023,0.3449,-0.0157,-6.12,-28.31,13.94,355.36,-81.76,-160.17
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113422,2019-09-08 10:09:40:046,1.7491,3.0241,10.4684,-0.0192,0.0019,9.8066,0.0929,0.3802,-0.0454,-6.19,-27.62,14.81,359.26,-81.92,-158.75
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113522,2019-09-08 10:09:40:146,2.4076,1.0722,8.8334,0.0163,-0.029,9.8065,-0.0662,0.3092,0.0029,-5.62,-28.31,15.44,358.64,-81.65,-159.2
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113621,2019-09-08 10:09:40:245,3.4578,2.3617,9.1398,-0.0037,0.0093,9.8066,0.0086,0.483,-0.1187,-5.87,-27.87,16.56,2.18,-81.67,-158.89
52.403145,-1.507829,148.97,2.09,2,299.53,24 / 26,113721,2019-09-08 10:09:40:345,3.0397,1.5409,9.582,-0.0098,-0.0078,9.8066,-0.077,0.4919,-0.0782,-5.69,-28,17.44,1.62,-81.68,-159.32
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,113822,2019-09-08 10:09:40:446,3.2886,2.5547,10.5065,-0.0094,-0.0096,9.8066,-0.0623,0.4691,-0.0106,-5.12,-27.37,17.25,7.36,-81.73,-157.93
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,113921,2019-09-08 10:09:40:545,2.7255,1.8958,9.8201,-0.0101,0.0035,9.8066,0.0818,0.4276,-0.0364,-5.56,-28,19.25,6.5,-81.75,-157.35
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114022,2019-09-08 10:09:40:646,2.8025,1.8959,9.3583,-0.0114,0.0144,9.8066,0.1324,0.4647,-0.0971,-5.44,-27.44,19.56,11.48,-81.68,-156.77
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114121,2019-09-08 10:09:40:745,3.4376,1.4723,9.8455,0.0041,-0.004,9.8066,-0.0209,0.3767,-0.0089,-5.12,-27.75,20.56,10.82,-81.63,-157.93
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114221,2019-09-08 10:09:40:845,3.157,1.3375,10.4126,-0.0032,-0.008,9.8066,-0.0404,0.4557,-0.0962,-5.37,-26.69,21.5,11.99,-81.63,-157.4
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114322,2019-09-08 10:09:40:946,3.1308,1.5364,9.5781,0.0039,0.0096,9.8066,0.097,0.429,-0.1211,-5.31,-26.81,21.69,11.05,-81.68,-158.16
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114422,2019-09-08 10:09:41:046,4.0912,1.289,9.1376,-0.0009,-0.0044,9.8066,0.0339,0.404,-0.0386,-4.81,-26.94,22.25,10.64,-81.59,-158.52
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114521,2019-09-08 10:09:41:145,2.7443,0.4663,8.7703,-0.0013,0.0401,9.8065,-0.1371,0.4655,-0.0914,-5.75,-26.69,23.19,9.9,-81.43,-157.26
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114622,2019-09-08 10:09:41:246,3.5784,1.1873,9.6833,-0.0095,0.0368,9.8065,-0.0372,0.3674,-0.0215,-5.75,-27.37,23.38,10.38,-81.9,-156.75
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,114722,2019-09-08 10:09:41:346,5.6979,-0.3034,9.6943,0.0125,-0.0032,9.8066,-0.1317,0.2846,-0.0711,-5.12,-27.06,24.06,13.03,-82.24,-157.24
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,114822,2019-09-08 10:09:41:446,4.2781,1.6945,9.8216,-0.0052,0.004,9.8066,-0.0851,0.4387,-0.1876,-5.81,-26.56,24.69,12.71,-82.38,-155.66
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,114922,2019-09-08 10:09:41:546,2.9001,0.687,10.0534,-0.0096,-0.0075,9.8065,0.0984,0.3562,-0.0897,-5.25,-26,25.13,14.81,-82.26,-156.02
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115021,2019-09-08 10:09:41:645,2.4631,-0.7702,10.0332,-0.0145,-0.0258,9.8065,0.0338,0.3416,-0.0664,-5.75,-27.12,25.94,14.07,-81.93,-155.05
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115122,2019-09-08 10:09:41:746,2.9327,-0.7186,9.5288,-0.0015,0.0148,9.8066,-0.0118,0.2932,0.0136,-5.94,-26.81,26.13,14.28,-81.87,-154.89
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115221,2019-09-08 10:09:41:845,2.607,0.9349,10.1061,-0.0124,0.0228,9.8066,-0.0565,0.3421,-0.0329,-5.62,-27.12,26.75,16.37,-82.07,-153.42
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115321,2019-09-08 10:09:41:945,2.2771,0.0014,9.5512,-0.0009,0.0254,9.8066,0.0507,0.2959,-0.0133,-5.69,-26.94,26.75,17.43,-82.33,-152.43
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115421,2019-09-08 10:09:42:045,1.68,-0.8721,10.2042,-0.0026,0.0056,9.8066,0.1362,0.2314,0.0058,-5.62,-27.69,27.75,18.02,-82.29,-152.36
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115521,2019-09-08 10:09:42:145,1.9818,0.2779,9.7167,-0.0021,-0.0295,9.8065,-0.0811,0.2721,-0.0153,-5.44,-27.25,27.81,19.78,-82.31,-152.73
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115622,2019-09-08 10:09:42:246,2.2545,-1.8327,9.0877,-0.0174,-0.0029,9.8065,-0.1371,0.21,0.0128,-5.81,-27.37,28.88,18.88,-82.12,-151.92
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,115723,2019-09-08 10:09:42:347,1.0944,-1.2568,9.3501,-0.0239,0.0219,9.8065,0.155,0.3058,-0.2192,-6.12,-27.56,29.19,19.53,-82.27,-151.38
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,115822,2019-09-08 10:09:42:446,0.2978,-1.5071,10.0871,0.0193,0.0102,9.8066,0.047,-0.044,0.0091,-4.87,-27.62,28.69,22.38,-82.56,-150.7
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,115921,2019-09-08 10:09:42:545,1.1085,-3.6224,10.4376,0.0309,-0.0222,9.8065,-0.2149,-0.0704,0.1048,-5.5,-27.81,30,20.92,-82.64,-152.19
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116021,2019-09-08 10:09:42:645,0.6406,-0.951,9.3023,0.0238,-0.0504,9.8065,-0.2004,0.1081,-0.1146,-5.5,-27.56,30.38,20.52,-82.76,-152.5
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116121,2019-09-08 10:09:42:745,2.8266,-1.43,8.3919,0.025,0.036,9.8065,-0.0667,0.0184,0.0688,-5.87,-27.06,30.5,17.52,-82.94,-153.46
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116222,2019-09-08 10:09:42:846,2.5618,-1.2699,8.8514,0.0226,0.0078,9.8066,-0.2422,0.095,-0.0224,-5.12,-26.12,30.75,17.57,-83.2,-155.08
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116321,2019-09-08 10:09:42:945,1.0455,-4.3735,10.2661,-0.0001,-0.0174,9.8066,0.1105,0.1137,-0.053,-5.69,-27.06,30.69,14.15,-83.31,-156.39
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116421,2019-09-08 10:09:43:045,0.1922,-1.4055,10.875,0.0053,0.0081,9.8066,0.1708,-0.0211,-0.0085,-5.69,-26.06,30.25,13.13,-83.33,-156.93
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116522,2019-09-08 10:09:43:146,3.206,-8.2137,8.2629,0.0072,0.0222,9.8066,-0.0944,0.0226,0.0176,-5.69,-26,30.38,13.63,-83.51,-156.44
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116621,2019-09-08 10:09:43:245,2.0811,-2.5558,9.2917,-0.0311,0.0076,9.8065,-0.1074,0.1228,-0.1315,-6.37,-25.87,30.19,15.46,-83.37,-154.83
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116721,2019-09-08 10:09:43:345,0.8947,-0.4795,10.0584,0.0129,-0.0222,9.8065,0.1042,0.1505,-0.1268,-7.19,-26.5,29.88,14.99,-83.62,-153.36
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116821,2019-09-08 10:09:43:445,-0.3722,0.7116,10.2321,0.0024,-0.0308,9.8065,-0.0708,-0.0064,-0.0709,-6.37,-27.19,30.06,17.51,-83.67,-152.96
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,116922,2019-09-08 10:09:43:546,0.5975,1.4889,10.3266,-0.0223,0.0025,9.8065,0.0657,-0.0066,0.093,-5.87,-26.19,30.25,16.36,-83.84,-153.89
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117021,2019-09-08 10:09:43:645,-2.1441,-0.1534,10.0335,0.0292,0.0182,9.8066,0.0621,0.1858,-0.2458,-6.44,-26.37,30.13,15.09,-83.85,-155.04
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117122,2019-09-08 10:09:43:746,0.7238,-0.0293,11.05,0,-0.0184,9.8066,-0.0027,-0.0619,0.1022,-6.62,-27.44,30.5,12.9,-83.74,-155.64
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117221,2019-09-08 10:09:43:845,-1.2295,0.6801,10.6493,0.0305,0.0018,9.8065,0.1388,0.0552,-0.0271,-6.06,-27.25,30.06,12.81,-83.97,-157.12
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117321,2019-09-08 10:09:43:945,-1.0435,-2.0504,10.6351,-0.0021,-0.0151,9.8065,0.1182,0.0042,0.0908,-6.81,-27.19,30.5,12.8,-84.08,-155.66
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117421,2019-09-08 10:09:44:045,1.4616,1.4532,9.4499,0.0314,-0.0141,9.8065,-0.0202,-0.0601,-0.0177,-6.62,-26.31,30.75,10.15,-83.96,-158.05
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117521,2019-09-08 10:09:44:145,-0.3681,-1.992,10.1107,-0.0015,-0.0015,9.8066,-0.0105,-0.1111,0.0176,-6.56,-26.56,30.5,10.16,-83.77,-158.11
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117621,2019-09-08 10:09:44:245,-1.4723,-0.0072,10.245,0.0111,0.0127,9.8066,0.0137,0.0257,-0.0752,-5.62,-26.19,29.31,10.42,-83.76,-158.94
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 27,117721,2019-09-08 10:09:44:345,1.344,-0.5212,10.745,0.0223,-0.0198,9.8066,0.0553,-0.0116,-0.0163,-5.81,-26.87,30.25,9,-83.82,-160.59
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,117822,2019-09-08 10:09:44:446,-1.8833,1.8942,9.9441,0.0245,-0.0357,9.8065,0.0472,0.0855,-0.0213,-4.75,-26.62,30,9.29,-83.87,-162.18
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,117921,2019-09-08 10:09:44:545,-0.3097,-1.0064,10.6038,0.0136,0.0044,9.8066,0.068,-0.0327,0.0837,-4.75,-26.62,30.5,9.7,-83.93,-162.07
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118021,2019-09-08 10:09:44:645,-1.2229,-1.6973,10.0007,0.0259,-0.0325,9.8065,-0.1037,-0.0407,-0.0406,-5.44,-27.06,29.94,6.27,-83.92,-164.89
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118121,2019-09-08 10:09:44:745,-1.4967,-0.7238,9.9766,-0.0069,0.0193,9.8066,-0.0208,0.027,0.0179,-4.62,-26.94,30.81,7.12,-84.06,-164.39
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118221,2019-09-08 10:09:44:845,-1.5232,-2.3773,9.1783,0.0088,-0.0264,9.8066,-0.1604,0.0846,0.0054,-4.37,-26.75,30.38,7.85,-83.84,-165.35
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118322,2019-09-08 10:09:44:946,-2.3252,0.5493,10.4828,-0.0004,0.0215,9.8065,-0.1274,-0.1008,0.1011,-4.5,-27.06,30.69,8.89,-83.8,-164.64
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118421,2019-09-08 10:09:45:045,-1.6636,-1.1363,10.4608,-0.0064,-0.0219,9.8066,-0.1619,-0.1497,0.0169,-4.44,-26.75,30.38,7.69,-83.75,-165.51
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118521,2019-09-08 10:09:45:145,-1.2505,-1.5001,9.4314,-0.0066,0.0273,9.8066,-0.0153,-0.1091,0.1013,-4.5,-26.19,30.69,6.4,-83.59,-166.88
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118622,2019-09-08 10:09:45:246,-0.4764,2.0933,10.9329,0.0091,0.0142,9.8066,0.2524,-0.2396,-0.0097,-4.62,-26.56,30.31,3.04,-83.68,-167.82
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118722,2019-09-08 10:09:45:346,-3.5558,4.6713,11.6861,-0.0072,-0.0708,9.8064,0.289,-0.1131,-0.0139,-4.25,-26.37,30.19,2.9,-83.2,-169.82
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118822,2019-09-08 10:09:45:446,-1.8623,-2.3307,10.1825,0.0052,-0.0799,9.8063,-0.1536,-0.0706,-0.0131,-4.75,-26.19,30.5,0.46,-82.98,-170.42
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,118922,2019-09-08 10:09:45:546,-1.4957,-0.7115,9.9548,0.0203,-0.0061,9.8066,-0.0381,-0.3307,0.0196,-4.56,-26.25,29.63,358.76,-83.08,-171.64
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119022,2019-09-08 10:09:45:646,-0.6849,-3.3872,8.4157,0.0027,0.0087,9.8066,0.0911,-0.1599,-0.0495,-4.31,-26.56,29.44,357.94,-83.04,-173.96
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119122,2019-09-08 10:09:45:746,-3.4948,-1.6202,10.0978,0.0036,-0.0256,9.8065,0.1055,-0.2072,0.1864,-3.62,-26.37,29.13,358.05,-83.16,-173.87
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119222,2019-09-08 10:09:45:846,1.3059,-1.3671,10.2404,0.0024,-0.0428,9.8065,0.1372,-0.3777,0.2829,-4.37,-26.56,29.31,356.53,-82.92,-175.19
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119321,2019-09-08 10:09:45:945,-4.993,-0.5187,9.0104,-0.0094,-0.0389,9.8065,0.1461,0.0105,-0.03,-3.5,-26.37,29.81,356.85,-82.59,-177.06
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119422,2019-09-08 10:09:46:046,-4.2731,-1.0209,10.7416,0.0406,-0.0114,9.8065,0.0134,-0.1758,-0.0892,-3.62,-26.19,30,352.04,-82.42,-179.4
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119521,2019-09-08 10:09:46:145,-0.1977,2.7347,12.3091,0.0126,-0.0008,9.8066,0.017,-0.0534,-0.0514,-3.87,-26.19,30.19,351.89,-82.13,-179.49
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119621,2019-09-08 10:09:46:245,-5.7376,0.1241,10.7757,-0.0356,-0.0429,9.8065,0.0198,-0.1142,-0.0096,-4.19,-25.5,29.88,353.41,-81.67,-178.14
52.403263,-1.508746,151.7,9.36,4,279.13,25 / 27,119722,2019-09-08 10:09:46:346,0.8034,0.476,9.9929,-0.0168,-0.069,9.8063,0.168,-0.0138,0.0407,-4.19,-26.19,30.25,349.44,-81.59,178.47
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,119821,2019-09-08 10:09:46:445,-3.2504,1.6648,10.4911,0.0312,-0.0594,9.8064,0.0364,-0.0698,-0.163,-4.56,-26.56,29.88,349.06,-81.13,-179.86
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,119921,2019-09-08 10:09:46:545,-1.7638,-0.4075,10.4366,-0.0073,0.0255,9.8066,-0.0854,-0.2306,0.0467,-5,-26.31,29.44,348.09,-81.44,179.56
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120022,2019-09-08 10:09:46:646,-1.6879,-3.7079,11.0822,0.0018,0.0358,9.8066,0.1896,-0.0647,-0.1052,-4.5,-26.5,29.06,349.64,-81.36,178.98
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120121,2019-09-08 10:09:46:745,-1.3682,-2.2357,8.5927,0.0187,-0.0491,9.8064,-0.294,-0.2967,0.1784,-4.31,-26.19,29.44,348.04,-81.33,177.62
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120221,2019-09-08 10:09:46:845,-2.0968,0.7526,11.1313,0.0215,-0.0422,9.8065,-0.3142,0.2102,-0.1676,-4,-25.75,28.81,346.71,-80.84,176.59
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120321,2019-09-08 10:09:46:945,-6.0223,0.1421,9.9225,-0.0004,0.1429,9.8055,-0.022,-0.2515,0.3061,-3.31,-25.25,28.69,347.99,-80.27,175.79
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120421,2019-09-08 10:09:47:045,-2.2637,-1.5322,9.5454,0.0453,0.1645,9.8051,0.3178,-0.2382,-0.0574,-3.19,-25.06,29.13,341.2,-80.59,169.93
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120521,2019-09-08 10:09:47:145,-0.6122,-3.771,10.4476,0.0133,-0.149,9.8054,0.5137,-0.1767,0.1313,-3.25,-25.31,29.38,343.9,-79.53,172.54
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120621,2019-09-08 10:09:47:245,-1.2276,-1.0944,9.569,0.017,-0.1301,9.8057,-0.358,0.0121,-0.0563,-2.87,-25.75,28.94,343.49,-79.49,172.31
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,120722,2019-09-08 10:09:47:346,-3.1519,2.4054,9.8752,-0.0208,0.0542,9.8064,-0.1341,-0.0315,0.0082,-3.44,-26,28.38,343.96,-79.67,172.95
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,120821,2019-09-08 10:09:47:445,-3.2332,-4.5592,11.4013,-0.0035,0.0376,9.8065,-0.1226,-0.0148,0.0698,-3,-25.75,29.19,344.8,-79.75,173.32
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,120921,2019-09-08 10:09:47:545,-2.5875,1.6286,9.3667,0.028,0.0164,9.8065,-0.1699,-0.2338,0.0635,-3.12,-25.5,28.63,342.47,-79.56,171.33
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121022,2019-09-08 10:09:47:646,-6.3089,0.9759,10.3715,-0.0078,0.0087,9.8066,0.4212,-0.0571,-0.0615,-2.94,-25.69,28.13,341.67,-79.69,171.05
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121121,2019-09-08 10:09:47:745,-3.9586,0.0422,10.087,-0.0239,-0.1141,9.8059,0.4095,-0.1238,-0.0099,-3.25,-25.44,27.94,343.27,-80.15,172.13
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121221,2019-09-08 10:09:47:845,-0.1963,-1.3768,8.4555,-0.0221,-0.1259,9.8058,-0.6488,-0.3012,0.2294,-3.19,-25.62,27,347.71,-79.41,176.4
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121322,2019-09-08 10:09:47:946,-1.2001,-0.6324,8.9964,-0.0045,0.0955,9.8062,-0.3832,-0.0948,-0.064,-3.37,-25.81,27.75,348.63,-79.31,176.87
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121421,2019-09-08 10:09:48:045,-4.5353,0.557,8.8467,-0.0064,0.0679,9.8063,0.3129,-0.0268,-0.0591,-3,-26.75,27.63,348.31,-79.81,176.57
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121521,2019-09-08 10:09:48:145,-1.9304,-1.3727,9.9977,0.0044,-0.0394,9.8065,0.1313,-0.132,0.0046,-2.87,-26.75,27.63,347.79,-79.74,176.17
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121621,2019-09-08 10:09:48:245,-2.9466,0.5908,8.716,0.0197,-0.0073,9.8065,-0.1039,-0.0933,-0.0563,-3.19,-27.06,26.88,346.62,-79.95,175.46
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121721,2019-09-08 10:09:48:345,-3.2977,-1.7738,10.0403,-0.0064,0.0291,9.8066,-0.0953,-0.1449,0.0219,-3.37,-26.25,26.5,346.52,-80.15,175.24
52.403263,-1.508746,151.7,9.36,4,279.13,26 / 28,121821,2019-09-08 10:09:48:445,-2.0847,-1.1023,9.2875,-0.001,0.0084,9.8066,0.0837,-0.0397,-0.0062,-3.06,-25.87,26,345.88,-80.23,175.02
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,121921,2019-09-08 10:09:48:545,-1.4418,0.0822,9.8246,-0.0028,-0.0079,9.8066,-0.1705,-0.1287,0.0361,-3.19,-26.25,25.94,345.61,-80.22,174.8
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,122022,2019-09-08 10:09:48:646,-3.2466,0.1309,9.684,0.0022,0.0068,9.8066,0.1174,-0.1539,0.0678,-2.69,-26.56,25.5,346.01,-80.23,175.21
52.403263,-1.508746,151.7,9.36,4,279.13,24 / 26,122121,2019-09-08 10:09:48:745,-1.7001,1.4242,10.7243,0.0053,0.0175,9.8066,0.0548,-0.1494,0.0212,-2.62,-26.87,25.31,344.53,-80.41,174.31
